spec,lags,equation,regressor,coef,se,t,p,n_obs,n_countries
S6_lag2,2,gini_disp,d_education_years_l2,0.37101123211152925,0.24173167420465336,1.5348060337240954,0.12495254564113756,2763,109
S6_lag2,2,gini_disp,d_trade_open_l1,0.0020459439918403383,0.0014513095542819671,1.4097226782556156,0.15874059352147651,2763,109
S6_lag2,2,gini_disp,d_trade_open_l2,0.0008554782828062741,0.0009176281055036508,0.932271230224291,0.3512825017946428,2763,109
S6_lag2,2,gini_disp,d_gov_size_l1,-0.0008864957449909671,0.004078575118142774,-0.21735427675404517,0.8279492310130911,2763,109
S6_lag2,2,gini_disp,d_gov_size_l2,-0.009413917539462987,0.005962588729529291,-1.5788305996758152,0.11449595795169532,2763,109
S6_lag2,2,v2x_corr,d_gini_disp_l1,0.0027329319653093447,0.0013776670399176913,1.983739093789036,0.04738942475492425,2763,109
S6_lag2,2,v2x_corr,d_gini_disp_l2,-0.0017100471988919527,0.0014161510084763236,-1.207531674698901,0.22733674174183904,2763,109
S6_lag2,2,v2x_corr,d_v2x_corr_l1,0.02726540609518444,0.029863797456005158,0.9129919306260824,0.36133101391477607,2763,109
S6_lag2,2,v2x_corr,d_v2x_corr_l2,-0.03689387471407883,0.02190103461271873,-1.6845722298732504,0.0921905550592157,2763,109
S6_lag2,2,v2x_corr,d_log_gdp_pc_l1,-0.039763298745009786,0.02834285540658702,-1.4029390537612734,0.16075382048198117,2763,109
S6_lag2,2,v2x_corr,d_log_gdp_pc_l2,-0.028821676886613072,0.016187400739598103,-1.780500609718559,0.07511022840624837,2763,109
S6_lag2,2,v2x_corr,d_education_years_l1,-0.008434590257740118,0.006837874388494778,-1.2335105587683697,0.21749628440560898,2763,109
S6_lag2,2,v2x_corr,d_education_years_l2,0.00024164976568285943,0.007374528521002745,0.03276816477075626,0.9738619680827001,2763,109
S6_lag2,2,v2x_corr,d_trade_open_l1,7.129827203428157e-06,8.649819348670307e-05,0.08242746947685317,0.9343131061957739,2763,109
S6_lag2,2,v2x_corr,d_trade_open_l2,6.212940193073797e-05,7.908929839769924e-05,0.7855601603433285,0.4321964354461987,2763,109
